,phrase,label,sentiment,subjectivity,language,count
"100,000","100,000",CARDINAL,,,en,1.0
"85,000","85,000",CARDINAL,,,en,1.0
16x16,16x16,CARDINAL,,,en,1.0
16-Bit,16-Bit,CARDINAL,,,en,1.0
Covid,Covid,NORP,,,en,1.0
a year earlier,a year earlier,DATE,,,en,1.0
year,year,DATE,,,en,1.0
days ahead,days ahead,DATE,,,en,1.0
week,week,DATE,,,en,1.0
7 billion,7 billion,CARDINAL,,,en,1.0
hundred,hundred,CARDINAL,,,en,1.0
911,911,CARDINAL,,,en,1.0
2025 Brazil Cup,2025 Brazil Cup,EVENT,,,en,1.0
+1852 chars,+1852 chars,WORK_OF_ART,,,en,1.0
6pm,6pm,TIME,,,en,1.0
midnight,midnight,TIME,,,en,1.0
1C.,1C.,CARDINAL,,,en,1.0
Haida,Haida,NORP,,,en,1.0
midday,midday,TIME,,,en,1.0
Indians,Indians,NORP,,,en,1.0
Intaaya Retreat,Intaaya Retreat,FAC,,,en,1.0
"November 8, 2025
 ","November 8, 2025
 ",DATE,,,en,1.0
188,188,CARDINAL,,,en,1.0
bandra bandstand,bandra bandstand,FAC,,,en,1.0
tens of billions of dollars,tens of billions of dollars,MONEY,,,en,1.0
the end of October,the end of October,DATE,,,en,1.0
20152023,20152023,CARDINAL,,,en,1.0
Cabriolet,Cabriolet,PRODUCT,,,en,1.0
The Hour of the Predator: Encounters,The Hour of the Predator: Encounters,WORK_OF_ART,,,en,1.0
almost 40 years,almost 40 years,DATE,,,en,1.0
The Miracle Year,The Miracle Year,EVENT,,,en,1.0
1985,1985,DATE,,,en,1.0
the Week,the Week,DATE,,,en,1.0
"Friday, Nov. 7","Friday, Nov. 7",DATE,,,en,1.0
The Fine Print,The Fine Print,WORK_OF_ART,,,en,1.0
6 November 2025,6 November 2025,DATE,,,en,1.0
#45 2025,#45 2025,MONEY,,,en,1.0
Week,Week,DATE,,,en,1.0
911 Carrera,911 Carrera,MONEY,,,en,1.0
Porsche,Porsche,EVENT,,,en,1.0
March 2012,March 2012,DATE,,,en,1.0
November 3,November 3,DATE,,,en,1.0
the Melbourne Cup,the Melbourne Cup,EVENT,,,en,1.0
19 lakh,19 lakh,CARDINAL,,,en,1.0
8pm,8pm,TIME,,,en,1.0
Olympics,Olympics,EVENT,,,en,1.0
2026 Winter,2026 Winter,TIME,,,en,1.0
Only 100 Days,Only 100 Days,DATE,,,en,1.0
+1.46%,+1.46%,PERCENT,,,en,1.0
less than half,less than half,CARDINAL,,,en,1.0
10th,10th,ORDINAL,,,en,1.0
22 KM,22 KM,QUANTITY,,,en,1.0
These days,These days,DATE,,,en,1.0
At least one,At least one,CARDINAL,,,en,1.0
about 4 million,about 4 million,CARDINAL,,,en,1.0
"more than 1,900","more than 1,900",CARDINAL,,,en,1.0
tens of thousands,tens of thousands,CARDINAL,,,en,1.0
"Wednesday, October 29","Wednesday, October 29",DATE,,,en,1.0
55 kmph,55 kmph,QUANTITY,,,en,1.0
35-45 kmph,35-45 kmph,QUANTITY,,,en,1.0
Cyclone Montha Bengal Weather Update,Cyclone Montha Bengal Weather Update,WORK_OF_ART,,,en,1.0
Cyclone Montha,Cyclone Montha,WORK_OF_ART,,,en,1.0
the weekend,the weekend,DATE,,,en,1.0
1B,1B,MONEY,,,en,1.0
"14,000","14,000",CARDINAL,,,en,1.0
million,million,CARDINAL,,,en,1.0
Nucleic Acid Test,Nucleic Acid Test,PRODUCT,,,en,1.0
Chaibasa hospital,Chaibasa hospital,FAC,,,en,1.0
Manipur,Manipur,FAC,,,en,1.0
Monday afternoon,Monday afternoon,TIME,,,en,1.0
summer 2026,summer 2026,DATE,,,en,1.0
nearly four decades,nearly four decades,DATE,,,en,1.0
European,European,NORP,,,en,1.0
more than four,more than four,CARDINAL,,,en,1.0
"February 6, 2026","February 6, 2026",DATE,,,en,1.0
Winter Games,Winter Games,EVENT,,,en,1.0
FEBRUARY 6,FEBRUARY 6,DATE,,,en,1.0
the 25 years,the 25 years,DATE,,,en,1.0
8pm tonight,8pm tonight,TIME,,,en,1.0
Status Yellow,Status Yellow,WORK_OF_ART,,,en,1.0
last ten years,last ten years,DATE,,,en,1.0
3.30 inches,3.30 inches,QUANTITY,,,en,1.0
Marsala overlooking,Marsala overlooking,FAC,,,en,1.0
monthly,monthly,DATE,,,en,1.0
25.1 mm,25.1 mm,QUANTITY,,,en,1.0
68.5 mm,68.5 mm,QUANTITY,,,en,1.0
Rs 324 crore,Rs 324 crore,MONEY,,,en,1.0
51 acres,51 acres,QUANTITY,,,en,1.0
Foundation Day,Foundation Day,EVENT,,,en,1.0
"Friday,","Friday,",DATE,,,en,1.0
1968,1968,DATE,,,en,1.0
"₹14,260 crore","₹14,260 crore",MONEY,,,en,1.0
the Olympia delle Tofane,the Olympia delle Tofane,FAC,,,en,1.0
25th,25th,ORDINAL,,,en,1.0
4:25 p.m.,4:25 p.m.,TIME,,,en,1.0
Thursdays,Thursdays,DATE,,,en,1.0
Oct. 30,Oct. 30,DATE,,,en,1.0
Spanish,Spanish,NORP,,,en,1.0
The 1800s,The 1800s,DATE,,,en,1.0
The South American,The South American,LAW,,,en,1.0
West Bengal,West Bengal,NORP,-0.09090909090909091,0.22727272727272727,en,1.0
Odishas,Odishas,NORP,,,en,1.0
37,37,CARDINAL,,,en,1.0
39,39,CARDINAL,,,en,1.0
Halloween this year,Halloween this year,DATE,,,en,1.0
Winter Olympic Game,Winter Olympic Game,EVENT,,,en,1.0
+3544 chars,+3544 chars,WORK_OF_ART,,,en,1.0
